service	prefix	action	access_level	table_link	action_docs_link	condition_keys	dependent_actions
Systems Manager	ssm	RegisterTargetWithMaintenanceWindow	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_RegisterTargetWithMaintenanceWindow.html		
Systems Manager	ssm	RegisterTaskWithMaintenanceWindow	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_RegisterTaskWithMaintenanceWindow.html		
Systems Manager	ssm	RemoveTagsFromResource	Tagging		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_RemoveTagsFromResource.html	aws:TagKeys	
Systems Manager	ssm	ResetServiceSetting	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_ResetServiceSetting.html		
Systems Manager	ssm	ResumeSession	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_ResumeSession.html	ssm:resourceTag/aws:ssmmessages:session-id, ssm:resourceTag/aws:ssmmessages:target-id	
Systems Manager	ssm	SendAutomationSignal	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_SendAutomationSignal.html		
Systems Manager	ssm	SendCommand	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_SendCommand.html	aws:ResourceTag/${TagKey}, ssm:resourceTag/${TagKey}	
Systems Manager	ssm	StartAssociationsOnce	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_StartAssociationsOnce.html	aws:ResourceTag/${TagKey}	
Systems Manager	ssm	StartAutomationExecution	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_StartAutomationExecution.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Systems Manager	ssm	StartChangeRequestExecution	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_StartChangeRequestExecution.html	aws:RequestTag/${TagKey}, aws:TagKeys, ssm:AutoApprove	
Systems Manager	ssm	StartSession	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_StartSession.html	ssm:SessionDocumentAccessCheck, ssm:resourceTag/${TagKey}, aws:ResourceTag/${TagKey}	
Systems Manager	ssm	StopAutomationExecution	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_StopAutomationExecution.html		
Systems Manager	ssm	TerminateSession	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_TerminateSession.html	ssm:resourceTag/aws:ssmmessages:session-id, ssm:resourceTag/aws:ssmmessages:target-id	
Systems Manager	ssm	UnlabelParameterVersion	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UnlabelParameterVersion.html		
Systems Manager	ssm	UpdateAssociation	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateAssociation.html	aws:ResourceTag/${TagKey}	
Systems Manager	ssm	UpdateAssociationStatus	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateAssociationStatus.html	ssm:SourceInstanceARN, ec2:SourceInstanceARN, aws:ResourceTag/${TagKey}	
Systems Manager	ssm	UpdateDocument	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateDocument.html		
Systems Manager	ssm	UpdateDocumentDefaultVersion	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateDocumentDefaultVersion.html		
Systems Manager	ssm	UpdateDocumentMetadata	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateDocumentMetadata.html		
Systems Manager	ssm	UpdateInstanceAssociationStatus [permission only]	Write		https://docs.aws.amazon.com/systems-manager/latest/userguide/systems-manager-setting-up-messageAPIs.html	ssm:SourceInstanceARN, ec2:SourceInstanceARN, aws:ResourceTag/${TagKey}	
Systems Manager	ssm	UpdateInstanceInformation	Write		https://docs.aws.amazon.com/systems-manager/latest/userguide/systems-manager-setting-up-messageAPIs.html	ssm:SourceInstanceARN, ec2:SourceInstanceARN	
Systems Manager	ssm	UpdateMaintenanceWindow	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateMaintenanceWindow.html		
Systems Manager	ssm	UpdateMaintenanceWindowTarget	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateMaintenanceWindowTarget.html		
Systems Manager	ssm	UpdateMaintenanceWindowTask	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateMaintenanceWindowTask.html		
Systems Manager	ssm	UpdateManagedInstanceRole	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateManagedInstanceRole.html	ssm:resourceTag/tag-key	
Systems Manager	ssm	UpdateOpsItem	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateOpsItem.html		
Systems Manager	ssm	UpdateOpsMetadata	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateOpsMetadata.html		
Systems Manager	ssm	UpdatePatchBaseline	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdatePatchBaseline.html		
Systems Manager	ssm	UpdateResourceDataSync	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateResourceDataSync.html	ssm:SyncType	
Systems Manager	ssm	UpdateServiceSetting	Write		https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateServiceSetting.html		
Systems Manager GUI Connect	ssm-guiconnect	CancelConnection [permission only]	Write		https://docs.aws.amazon.com/systems-manager/latest/userguide/fleet-rdp.html		
Systems Manager GUI Connect	ssm-guiconnect	GetConnection [permission only]	Read		https://docs.aws.amazon.com/systems-manager/latest/userguide/fleet-rdp.html		
Systems Manager GUI Connect	ssm-guiconnect	StartConnection [permission only]	Write		https://docs.aws.amazon.com/systems-manager/latest/userguide/fleet-rdp.html		
Systems Manager Incident Manager	ssm-incidents	BatchGetIncidentFindings	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_BatchGetIncidentFindings.html		
Systems Manager Incident Manager	ssm-incidents	CreateReplicationSet	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_CreateReplicationSet.html	aws:TagKeys, aws:RequestTag/${TagKey}	iam:CreateServiceLinkedRole, ssm-incidents:TagResource
Systems Manager Incident Manager	ssm-incidents	CreateResponsePlan	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_CreateResponsePlan.html	aws:TagKeys, aws:RequestTag/${TagKey}	iam:PassRole, ssm-incidents:TagResource
Systems Manager Incident Manager	ssm-incidents	CreateTimelineEvent	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_CreateTimelineEvent.html		
Systems Manager Incident Manager	ssm-incidents	DeleteIncidentRecord	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_DeleteIncidentRecord.html		
Systems Manager Incident Manager	ssm-incidents	DeleteReplicationSet	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_DeleteReplicationSet.html		
Systems Manager Incident Manager	ssm-incidents	DeleteResourcePolicy	Permissions management		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_DeleteResourcePolicy.html		
Systems Manager Incident Manager	ssm-incidents	DeleteResponsePlan	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_DeleteResponsePlan.html		
Systems Manager Incident Manager	ssm-incidents	DeleteTimelineEvent	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_DeleteTimelineEvent.html		
Systems Manager Incident Manager	ssm-incidents	GetIncidentRecord	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_GetIncidentRecord.html		
Systems Manager Incident Manager	ssm-incidents	GetReplicationSet	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_GetReplicationSet.html		
Systems Manager Incident Manager	ssm-incidents	GetResourcePolicies	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_GetResourcePolicies.html		
Systems Manager Incident Manager	ssm-incidents	GetResponsePlan	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_GetResponsePlan.html		
Systems Manager Incident Manager	ssm-incidents	GetTimelineEvent	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_GetTimelineEvent.html		
Systems Manager Incident Manager	ssm-incidents	ListIncidentFindings	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_ListIncidentFindings.html		
Systems Manager Incident Manager	ssm-incidents	ListIncidentRecords	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_ListIncidentRecords.html		
Systems Manager Incident Manager	ssm-incidents	ListRelatedItems	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_ListRelatedItems.html		
Systems Manager Incident Manager	ssm-incidents	ListReplicationSets	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_ListReplicationSets.html		
Systems Manager Incident Manager	ssm-incidents	ListResponsePlans	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_ListResponsePlans.html		
Systems Manager Incident Manager	ssm-incidents	ListTagsForResource	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_ListTagsForResource.html		
Systems Manager Incident Manager	ssm-incidents	ListTimelineEvents	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_ListTimelineEvents.html		
Systems Manager Incident Manager	ssm-incidents	PutResourcePolicy	Permissions management		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_PutResourcePolicy.html		
Systems Manager Incident Manager	ssm-incidents	StartIncident	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_StartIncident.html		
Systems Manager Incident Manager	ssm-incidents	TagResource	Tagging		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_TagResource.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Systems Manager Incident Manager	ssm-incidents	UntagResource	Tagging		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_UntagResource.html	aws:TagKeys	
Systems Manager Incident Manager	ssm-incidents	UpdateDeletionProtection	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_UpdateDeletionProtection.html		
Systems Manager Incident Manager	ssm-incidents	UpdateIncidentRecord	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_UpdateIncidentRecord.html		
Systems Manager Incident Manager	ssm-incidents	UpdateRelatedItems	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_UpdateRelatedItems.html		
Systems Manager Incident Manager	ssm-incidents	UpdateReplicationSet	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_UpdateReplicationSet.html		
Systems Manager Incident Manager	ssm-incidents	UpdateResponsePlan	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_UpdateResponsePlan.html	aws:TagKeys, aws:RequestTag/${TagKey}	iam:PassRole, ssm-incidents:TagResource
Systems Manager Incident Manager	ssm-incidents	UpdateTimelineEvent	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_UpdateTimelineEvent.html		
Systems Manager Incident Manager Contacts	ssm-contacts	AcceptPage	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_AcceptPage.html		
Systems Manager Incident Manager Contacts	ssm-contacts	ActivateContactChannel	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ActivateContactChannel.html		
Systems Manager Incident Manager Contacts	ssm-contacts	AssociateContact [permission only]	Permissions management		https://docs.aws.amazon.com/incident-manager/latest/userguide/contacts.html		
Systems Manager Incident Manager Contacts	ssm-contacts	CreateContact	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_CreateContact.html	aws:TagKeys, aws:RequestTag/${TagKey}	ssm-contacts:AssociateContact
Systems Manager Incident Manager Contacts	ssm-contacts	CreateContactChannel	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_CreateContactChannel.html		
Systems Manager Incident Manager Contacts	ssm-contacts	CreateRotation	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_CreateRotation.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Systems Manager Incident Manager Contacts	ssm-contacts	CreateRotationOverride	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_CreateRotationOverride.html		
Systems Manager Incident Manager Contacts	ssm-contacts	DeactivateContactChannel	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_DeactivateContactChannel.html		
Systems Manager Incident Manager Contacts	ssm-contacts	DeleteContact	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_DeleteContact.html		
Systems Manager Incident Manager Contacts	ssm-contacts	DeleteContactChannel	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_DeleteContactChannel.html		
Systems Manager Incident Manager Contacts	ssm-contacts	DeleteRotation	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_DeleteRotation.html		
Systems Manager Incident Manager Contacts	ssm-contacts	DeleteRotationOverride	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_DeleteRotationOverride.html		
Systems Manager Incident Manager Contacts	ssm-contacts	DescribeEngagement	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_DescribeEngagement.html		
Systems Manager Incident Manager Contacts	ssm-contacts	DescribePage	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_DescribePage.html		
Systems Manager Incident Manager Contacts	ssm-contacts	GetContact	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_GetContact.html		
Systems Manager Incident Manager Contacts	ssm-contacts	GetContactChannel	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_GetContactChannel.html		
Systems Manager Incident Manager Contacts	ssm-contacts	GetContactPolicy	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_GetContactPolicy.html		
Systems Manager Incident Manager Contacts	ssm-contacts	GetRotation	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_GetRotation.html		
Systems Manager Incident Manager Contacts	ssm-contacts	GetRotationOverride	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_GetRotationOverride.html		
Systems Manager Incident Manager Contacts	ssm-contacts	ListContactChannels	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListContactChannels.html		
Systems Manager Incident Manager Contacts	ssm-contacts	ListContacts	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListContacts.html		
Systems Manager Incident Manager Contacts	ssm-contacts	ListEngagements	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListEngagements.html		
Systems Manager Incident Manager Contacts	ssm-contacts	ListPageReceipts	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListPageReceipts.html		
Systems Manager Incident Manager Contacts	ssm-contacts	ListPageResolutions	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListPageResolutions.html		
Systems Manager Incident Manager Contacts	ssm-contacts	ListPagesByContact	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListPagesByContact.html		
Systems Manager Incident Manager Contacts	ssm-contacts	ListPagesByEngagement	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListPagesByEngagement.html		
Systems Manager Incident Manager Contacts	ssm-contacts	ListPreviewRotationShifts	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListPreviewRotationShifts.html		
Systems Manager Incident Manager Contacts	ssm-contacts	ListRotationOverrides	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListRotationOverrides.html		
Systems Manager Incident Manager Contacts	ssm-contacts	ListRotationShifts	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListRotationShifts.html		
Systems Manager Incident Manager Contacts	ssm-contacts	ListRotations	List		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListRotations.html		
Systems Manager Incident Manager Contacts	ssm-contacts	ListTagsForResource	Read		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListTagsForResource.html		
Systems Manager Incident Manager Contacts	ssm-contacts	PutContactPolicy	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_PutContactPolicy.html		
Systems Manager Incident Manager Contacts	ssm-contacts	SendActivationCode	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_SendActivationCode.html		
Systems Manager Incident Manager Contacts	ssm-contacts	StartEngagement	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_StartEngagement.html		
Systems Manager Incident Manager Contacts	ssm-contacts	StopEngagement	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_StopEngagement.html		
Systems Manager Incident Manager Contacts	ssm-contacts	TagResource	Tagging		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_TagResource.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Systems Manager Incident Manager Contacts	ssm-contacts	UntagResource	Tagging		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_UntagResource.html	aws:TagKeys	
Systems Manager Incident Manager Contacts	ssm-contacts	UpdateContact	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_UpdateContact.html		ssm-contacts:AssociateContact
Systems Manager Incident Manager Contacts	ssm-contacts	UpdateContactChannel	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_UpdateContactChannel.html		
Systems Manager Incident Manager Contacts	ssm-contacts	UpdateRotation	Write		https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_UpdateRotation.html		
Systems Manager for SAP	ssm-sap	BackupDatabase	Write		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	DeleteResourcePermission	Write		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	DeregisterApplication	Write		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	GetApplication	Read		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	GetComponent	Read		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	GetDatabase	Read		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	GetOperation	Read		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	GetResourcePermission	Read		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	ListApplications	List		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	ListComponents	List		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	ListDatabases	List		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	ListOperations	List		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	ListTagsForResource	Read		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	PutResourcePermission	Write		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	RegisterApplication	Write		https://docs.aws.amazon.com/systems-manager/index.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Systems Manager for SAP	ssm-sap	RestoreDatabase	Write		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	StartApplicationRefresh	Write		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	TagResource	Tagging		https://docs.aws.amazon.com/systems-manager/index.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Systems Manager for SAP	ssm-sap	UntagResource	Tagging		https://docs.aws.amazon.com/systems-manager/index.html	aws:TagKeys	
Systems Manager for SAP	ssm-sap	UpdateApplicationSettings	Write		https://docs.aws.amazon.com/systems-manager/index.html		
Systems Manager for SAP	ssm-sap	UpdateHANABackupSettings	Write		https://docs.aws.amazon.com/systems-manager/index.html		
Tax Settings	tax	BatchPutTaxRegistration [permission only]	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html		
Tax Settings	tax	DeleteTaxRegistration [permission only]	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html		
Tax Settings	tax	GetExemptions [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html		
Tax Settings	tax	GetTaxInheritance [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html		
Tax Settings	tax	GetTaxInterview [permission only]	Read		https://docs.aws.amazon.com/marketplace/latest/userguide/detailed-management-portal-permissions.html		
Tax Settings	tax	GetTaxRegistration [permission only]	Read		https://docs.aws.amazon.com/marketplace/latest/userguide/detailed-management-portal-permissions.html		
Tax Settings	tax	GetTaxRegistrationDocument [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html		
Tax Settings	tax	ListTaxRegistrations [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html		
Tax Settings	tax	PutTaxInheritance [permission only]	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html		
Tax Settings	tax	PutTaxInterview [permission only]	Write		https://docs.aws.amazon.com/marketplace/latest/userguide/detailed-management-portal-permissions.html		
Tax Settings	tax	PutTaxRegistration [permission only]	Write		https://docs.aws.amazon.com/marketplace/latest/userguide/detailed-management-portal-permissions.html		
Tax Settings	tax	UpdateExemptions [permission only]	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html		
Telco Network Builder	tnb	CancelSolNetworkOperation	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_CancelSolNetworkOperation.html		
Telco Network Builder	tnb	CreateSolFunctionPackage	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_CreateSolFunctionPackage.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Telco Network Builder	tnb	CreateSolNetworkInstance	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_CreateSolNetworkInstance.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Telco Network Builder	tnb	CreateSolNetworkPackage	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_CreateSolNetworkPackage.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Telco Network Builder	tnb	DeleteSolFunctionPackage	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_DeleteSolFunctionPackage.html		
Telco Network Builder	tnb	DeleteSolNetworkInstance	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_DeleteSolNetworkInstance.html		
Telco Network Builder	tnb	DeleteSolNetworkPackage	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_DeleteSolNetworkPackage.html		
Telco Network Builder	tnb	GetSolFunctionInstance	Read		https://docs.aws.amazon.com/tnb/latest/APIReference/API_GetSolFunctionInstance.html	aws:ResourceTag/${TagKey}	
Telco Network Builder	tnb	GetSolFunctionPackage	Read		https://docs.aws.amazon.com/tnb/latest/APIReference/API_GetSolFunctionPackage.html	aws:ResourceTag/${TagKey}	
Telco Network Builder	tnb	GetSolFunctionPackageContent	Read		https://docs.aws.amazon.com/tnb/latest/APIReference/API_GetSolFunctionPackageContent.html	aws:ResourceTag/${TagKey}	
Telco Network Builder	tnb	GetSolFunctionPackageDescriptor	Read		https://docs.aws.amazon.com/tnb/latest/APIReference/API_GetSolFunctionPackageDescriptor.html	aws:ResourceTag/${TagKey}	
Telco Network Builder	tnb	GetSolNetworkInstance	Read		https://docs.aws.amazon.com/tnb/latest/APIReference/API_GetSolNetworkInstance.html	aws:ResourceTag/${TagKey}	
Telco Network Builder	tnb	GetSolNetworkOperation	Read		https://docs.aws.amazon.com/tnb/latest/APIReference/API_GetSolNetworkOperation.html	aws:ResourceTag/${TagKey}	
Telco Network Builder	tnb	GetSolNetworkPackage	Read		https://docs.aws.amazon.com/tnb/latest/APIReference/API_GetSolNetworkPackage.html	aws:ResourceTag/${TagKey}	
Telco Network Builder	tnb	GetSolNetworkPackageContent	Read		https://docs.aws.amazon.com/tnb/latest/APIReference/API_GetSolNetworkPackageContent.html	aws:ResourceTag/${TagKey}	
Telco Network Builder	tnb	GetSolNetworkPackageDescriptor	Read		https://docs.aws.amazon.com/tnb/latest/APIReference/API_GetSolNetworkPackageDescriptor.html	aws:ResourceTag/${TagKey}	
Telco Network Builder	tnb	InstantiateSolNetworkInstance	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_InstantiateSolNetworkInstance.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Telco Network Builder	tnb	ListSolFunctionInstances	List		https://docs.aws.amazon.com/tnb/latest/APIReference/API_ListSolFunctionInstances.html	aws:ResourceTag/${TagKey}	
Telco Network Builder	tnb	ListSolFunctionPackages	List		https://docs.aws.amazon.com/tnb/latest/APIReference/API_ListSolFunctionPackages.html	aws:ResourceTag/${TagKey}	
Telco Network Builder	tnb	ListSolNetworkInstances	List		https://docs.aws.amazon.com/tnb/latest/APIReference/API_ListSolNetworkInstances.html	aws:ResourceTag/${TagKey}	
Telco Network Builder	tnb	ListSolNetworkOperations	List		https://docs.aws.amazon.com/tnb/latest/APIReference/API_ListSolNetworkOperations.html	aws:ResourceTag/${TagKey}	
Telco Network Builder	tnb	ListSolNetworkPackages	List		https://docs.aws.amazon.com/tnb/latest/APIReference/API_ListSolNetworkPackages.html	aws:ResourceTag/${TagKey}	
Telco Network Builder	tnb	ListTagsForResource	List		https://docs.aws.amazon.com/tnb/latest/APIReference/API_ListTagsForResource.html		
Telco Network Builder	tnb	PutSolFunctionPackageContent	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_PutSolFunctionPackageContent.html		
Telco Network Builder	tnb	PutSolNetworkPackageContent	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_PutSolNetworkPackageContent.html		
Telco Network Builder	tnb	TagResource	Tagging		https://docs.aws.amazon.com/tnb/latest/APIReference/API_TagResource.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Telco Network Builder	tnb	TerminateSolNetworkInstance	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_TerminateSolNetworkInstance.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Telco Network Builder	tnb	UntagResource	Tagging		https://docs.aws.amazon.com/tnb/latest/APIReference/API_UntagResource.html	aws:TagKeys	
Telco Network Builder	tnb	UpdateSolFunctionPackage	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_UpdateSolFunctionPackage.html		
Telco Network Builder	tnb	UpdateSolNetworkInstance	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_UpdateSolNetworkInstance.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Telco Network Builder	tnb	UpdateSolNetworkPackage	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_UpdateSolNetworkPackage.html		
Telco Network Builder	tnb	ValidateSolFunctionPackageContent	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_ValidateSolFunctionPackageContent.html		
Telco Network Builder	tnb	ValidateSolNetworkPackageContent	Write		https://docs.aws.amazon.com/tnb/latest/APIReference/API_ValidateSolNetworkPackageContent.html		
Textract	textract	AnalyzeDocument	Read		https://docs.aws.amazon.com/textract/latest/dg/API_AnalyzeDocument.html		s3:GetObject
Textract	textract	AnalyzeExpense	Read		https://docs.aws.amazon.com/textract/latest/dg/API_AnalyzeExpense.html		s3:GetObject
Textract	textract	AnalyzeID	Read		https://docs.aws.amazon.com/textract/latest/dg/API_AnalyzeID.html		s3:GetObject
