service	prefix	action	access_level	table_link	action_docs_link	condition_keys	dependent_actions
Billing Conductor	billingconductor	GetBillingGroupCostReport	Read		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_GetBillingGroupCostReport.html		
Billing Conductor	billingconductor	ListAccountAssociations	List		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_ListAccountAssociations.html		
Billing Conductor	billingconductor	ListBillingGroupCostReports	Read		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_ListBillingGroupCostReports.html		
Billing Conductor	billingconductor	ListBillingGroups	Read		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_ListBillingGroups.html		
Billing Conductor	billingconductor	ListCustomLineItemVersions	Read		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_ListCustomLineItemVersions.html		
Billing Conductor	billingconductor	ListCustomLineItems	Read		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_ListCustomLineItems.html		
Billing Conductor	billingconductor	ListPricingPlans	Read		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_ListPricingPlans.html		
Billing Conductor	billingconductor	ListPricingPlansAssociatedWithPricingRule	List		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_ListPricingPlansAssociatedWithPricingRule.html		
Billing Conductor	billingconductor	ListPricingRules	Read		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_ListPricingRules.html		
Billing Conductor	billingconductor	ListPricingRulesAssociatedToPricingPlan	List		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_ListPricingRulesAssociatedToPricingPlan.html		
Billing Conductor	billingconductor	ListResourcesAssociatedToCustomLineItem	List		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_ListResourcesAssociatedToCustomLineItem.html		
Billing Conductor	billingconductor	ListTagsForResource	Read		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_ListTagsForResource.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Billing Conductor	billingconductor	TagResource	Tagging		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_TagResource.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Billing Conductor	billingconductor	UntagResource	Tagging		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_UntagResource.html	aws:TagKeys	
Billing Conductor	billingconductor	UpdateBillingGroup	Write		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_UpdateBillingGroup.html		
Billing Conductor	billingconductor	UpdateCustomLineItem	Write		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_UpdateCustomLineItem.html		
Billing Conductor	billingconductor	UpdatePricingPlan	Write		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_UpdatePricingPlan.html		
Billing Conductor	billingconductor	UpdatePricingRule	Write		https://docs.aws.amazon.com/billingconductor/latest/APIReference/API_UpdatePricingRule.html		
Billing and Cost Management	billing	GetBillingData [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management	billing	GetBillingDetails [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management	billing	GetBillingNotifications [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management	billing	GetBillingPreferences [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management	billing	GetContractInformation [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management	billing	GetCredits [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management	billing	GetIAMAccessPreference [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management	billing	GetSellerOfRecord [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management	billing	ListBillingViews [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management	billing	PutContractInformation [permission only]	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management	billing	RedeemCredits [permission only]	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management	billing	UpdateBillingPreferences [permission only]	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management	billing	UpdateIAMAccessPreference [permission only]	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management And Cost Management Data Exports	bcm-data-exports	CreateExport	Write		https://docs.aws.amazon.com/aws-cost-management/latest/APIReference/API_CreateExport.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Billing and Cost Management And Cost Management Data Exports	bcm-data-exports	DeleteExport	Write		https://docs.aws.amazon.com/aws-cost-management/latest/APIReference/API_DeleteExport.html	aws:ResourceTag/${TagKey}	
Billing and Cost Management And Cost Management Data Exports	bcm-data-exports	GetExecution	Read		https://docs.aws.amazon.com/aws-cost-management/latest/APIReference/API_GetExecution.html	aws:ResourceTag/${TagKey}	
Billing and Cost Management And Cost Management Data Exports	bcm-data-exports	GetExport	Read		https://docs.aws.amazon.com/aws-cost-management/latest/APIReference/API_GetExport.html	aws:ResourceTag/${TagKey}	
Billing and Cost Management And Cost Management Data Exports	bcm-data-exports	GetTable	Read		https://docs.aws.amazon.com/aws-cost-management/latest/APIReference/API_GetTable.html		
Billing and Cost Management And Cost Management Data Exports	bcm-data-exports	ListExecutions	List		https://docs.aws.amazon.com/aws-cost-management/latest/APIReference/API_ListExecutions.html	aws:ResourceTag/${TagKey}	
Billing and Cost Management And Cost Management Data Exports	bcm-data-exports	ListExports	List		https://docs.aws.amazon.com/aws-cost-management/latest/APIReference/API_ListExports.html		
Billing and Cost Management And Cost Management Data Exports	bcm-data-exports	ListTables	List		https://docs.aws.amazon.com/aws-cost-management/latest/APIReference/API_ListTables.html		
Billing and Cost Management And Cost Management Data Exports	bcm-data-exports	ListTagsForResource	Read		https://docs.aws.amazon.com/aws-cost-management/latest/APIReference/API_ListTagsForResource.html	aws:ResourceTag/${TagKey}	
Billing and Cost Management And Cost Management Data Exports	bcm-data-exports	TagResource	Tagging		https://docs.aws.amazon.com/aws-cost-management/latest/APIReference/API_TagResource.html	aws:TagKeys, aws:RequestTag/${TagKey}, aws:ResourceTag/${TagKey}	
Billing and Cost Management And Cost Management Data Exports	bcm-data-exports	UntagResource	Tagging		https://docs.aws.amazon.com/aws-cost-management/latest/APIReference/API_UntagResource.html	aws:TagKeys, aws:ResourceTag/${TagKey}	
Billing and Cost Management And Cost Management Data Exports	bcm-data-exports	UpdateExport	Write		https://docs.aws.amazon.com/aws-cost-management/latest/APIReference/API_UpdateExport.html	aws:ResourceTag/${TagKey}	
Billing and Cost Management Console	aws-portal	GetConsoleActionSetEnforced [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management Console	aws-portal	ModifyAccount [permission only]	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management Console	aws-portal	ModifyBilling [permission only]	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management Console	aws-portal	ModifyPaymentMethods [permission only]	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management Console	aws-portal	UpdateConsoleActionSetEnforced [permission only]	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management Console	aws-portal	ViewAccount [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management Console	aws-portal	ViewBilling [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management Console	aws-portal	ViewPaymentMethods [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Billing and Cost Management Console	aws-portal	ViewUsage [permission only]	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Braket	braket	AcceptUserAgreement	Write		https://docs.aws.amazon.com/braket/latest/APIReference/API_AcceptUserAgreement.html		
Braket	braket	AccessBraketFeature	Read		https://docs.aws.amazon.com/braket/latest/APIReference/API_AccessBraketFeature.html		
Braket	braket	CancelJob	Write		https://docs.aws.amazon.com/braket/latest/APIReference/API_CancelJob.html		
Braket	braket	CancelQuantumTask	Write		https://docs.aws.amazon.com/braket/latest/APIReference/API_CancelQuantumTask.html		
Braket	braket	CreateJob	Write		https://docs.aws.amazon.com/braket/latest/APIReference/API_CreateJob.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Braket	braket	CreateQuantumTask	Write		https://docs.aws.amazon.com/braket/latest/APIReference/API_CreateQuantumTask.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Braket	braket	GetDevice	Read		https://docs.aws.amazon.com/braket/latest/APIReference/API_GetDevice.html		
Braket	braket	GetJob	Read		https://docs.aws.amazon.com/braket/latest/APIReference/API_Job.html		
Braket	braket	GetQuantumTask	Read		https://docs.aws.amazon.com/braket/latest/APIReference/API_GetQuantumTask.html		
Braket	braket	GetServiceLinkedRoleStatus	Read		https://docs.aws.amazon.com/braket/latest/APIReference/API_GetServiceLinkedRoleStatus.html		
Braket	braket	GetUserAgreementStatus	Read		https://docs.aws.amazon.com/braket/latest/APIReference/API_GetUserAgreementStatus.html		
Braket	braket	ListTagsForResource	Read		https://docs.aws.amazon.com/braket/latest/APIReference/API_ListTagsForResource.html		
Braket	braket	SearchDevices	Read		https://docs.aws.amazon.com/braket/latest/APIReference/API_SearchDevices.html		
Braket	braket	SearchJobs	Read		https://docs.aws.amazon.com/braket/latest/APIReference/API_SearchJob.html		
Braket	braket	SearchQuantumTasks	Read		https://docs.aws.amazon.com/braket/latest/APIReference/API_SearchQuantumTasks.html		
Braket	braket	TagResource	Tagging		https://docs.aws.amazon.com/braket/latest/APIReference/API_TagResource.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Braket	braket	UntagResource	Tagging		https://docs.aws.amazon.com/braket/latest/APIReference/API_UntagResource.html	aws:TagKeys	
Budget Service	budgets	CreateBudgetAction	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		iam:PassRole
Budget Service	budgets	DeleteBudgetAction	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Budget Service	budgets	DescribeBudgetAction	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Budget Service	budgets	DescribeBudgetActionHistories	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Budget Service	budgets	DescribeBudgetActionsForAccount	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Budget Service	budgets	DescribeBudgetActionsForBudget	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Budget Service	budgets	ExecuteBudgetAction	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Budget Service	budgets	ModifyBudget	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
Budget Service	budgets	UpdateBudgetAction	Write		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		iam:PassRole
Budget Service	budgets	ViewBudget	Read		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions		
BugBust	bugbust	CreateEvent [permission only]	Write		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:TagKeys, aws:RequestTag/${TagKey}	iam:CreateServiceLinkedRole
BugBust	bugbust	EvaluateProfilingGroups [permission only]	Write		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:ResourceTag/${TagKey}	
BugBust	bugbust	GetEvent [permission only]	Read		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:ResourceTag/${TagKey}	
BugBust	bugbust	GetJoinEventStatus [permission only]	Read		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:ResourceTag/${TagKey}	
BugBust	bugbust	JoinEvent [permission only]	Write		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:ResourceTag/${TagKey}	
BugBust	bugbust	ListBugs [permission only]	Read		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:ResourceTag/${TagKey}	codeguru-reviewer:DescribeCodeReview, codeguru-reviewer:ListRecommendations
BugBust	bugbust	ListEventParticipants [permission only]	Read		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:ResourceTag/${TagKey}	
BugBust	bugbust	ListEventScores [permission only]	Read		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:ResourceTag/${TagKey}	
BugBust	bugbust	ListEvents [permission only]	List		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:ResourceTag/${TagKey}	
BugBust	bugbust	ListProfilingGroups [permission only]	Read		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:ResourceTag/${TagKey}	
BugBust	bugbust	ListPullRequests [permission only]	Read		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:ResourceTag/${TagKey}	
BugBust	bugbust	ListTagsForResource [permission only]	Read		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:ResourceTag/${TagKey}	
BugBust	bugbust	TagResource [permission only]	Tagging		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:TagKeys, aws:RequestTag/${TagKey}	
BugBust	bugbust	UntagResource [permission only]	Tagging		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:TagKeys, aws:RequestTag/${TagKey}	
BugBust	bugbust	UpdateEvent [permission only]	Write		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:ResourceTag/${TagKey}	codeguru-profiler:DescribeProfilingGroup, codeguru-profiler:ListProfilingGroups, codeguru-reviewer:DescribeCodeReview, codeguru-reviewer:ListCodeReviews, codeguru-reviewer:ListRecommendations, codeguru-reviewer:TagResource, codeguru-reviewer:UnTagResource
BugBust	bugbust	UpdateWorkItem [permission only]	Write		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:ResourceTag/${TagKey}	codeguru-reviewer:ListRecommendations
BugBust	bugbust	UpdateWorkItemAdmin [permission only]	Write		https://docs.aws.amazon.com/codeguru/latest/bugbust-ug/auth-and-access-control-permissions-reference.html	aws:ResourceTag/${TagKey}	codeguru-reviewer:ListRecommendations
Certificate Manager	acm	AddTagsToCertificate	Tagging		https://docs.aws.amazon.com/acm/latest/APIReference/API_AddTagsToCertificate.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Certificate Manager	acm	DeleteCertificate	Write		https://docs.aws.amazon.com/acm/latest/APIReference/API_DeleteCertificate.html		
Certificate Manager	acm	DescribeCertificate	Read		https://docs.aws.amazon.com/acm/latest/APIReference/API_DescribeCertificate.html		
Certificate Manager	acm	ExportCertificate	Read		https://docs.aws.amazon.com/acm/latest/APIReference/API_ExportCertificate.html		
Certificate Manager	acm	GetAccountConfiguration	Read		https://docs.aws.amazon.com/acm/latest/APIReference/API_GetAccountConfiguration.html		
Certificate Manager	acm	GetCertificate	Read		https://docs.aws.amazon.com/acm/latest/APIReference/API_GetCertificate.html		
Certificate Manager	acm	ImportCertificate	Write		https://docs.aws.amazon.com/acm/latest/APIReference/API_ImportCertificate.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Certificate Manager	acm	ListCertificates	List		https://docs.aws.amazon.com/acm/latest/APIReference/API_ListCertificates.html		
Certificate Manager	acm	ListTagsForCertificate	Read		https://docs.aws.amazon.com/acm/latest/APIReference/API_ListTagsForCertificate.html		
Certificate Manager	acm	PutAccountConfiguration	Write		https://docs.aws.amazon.com/acm/latest/APIReference/API_PutAccountConfiguration.html		
Certificate Manager	acm	RemoveTagsFromCertificate	Tagging		https://docs.aws.amazon.com/acm/latest/APIReference/API_RemoveTagsFromCertificate.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Certificate Manager	acm	RenewCertificate	Write		https://docs.aws.amazon.com/acm/latest/APIReference/API_RenewCertificate.html		
Certificate Manager	acm	RequestCertificate	Write		https://docs.aws.amazon.com/acm/latest/APIReference/API_RequestCertificate.html	aws:RequestTag/${TagKey}, aws:TagKeys, acm:DomainNames, acm:CertificateTransparencyLogging, acm:ValidationMethod, acm:KeyAlgorithm, acm:CertificateAuthority	
Certificate Manager	acm	ResendValidationEmail	Write		https://docs.aws.amazon.com/acm/latest/APIReference/API_ResendValidationEmail.html		
Certificate Manager	acm	UpdateCertificateOptions	Write		https://docs.aws.amazon.com/acm/latest/APIReference/API_UpdateCertificateOptions.html		
Chatbot	chatbot	CreateChimeWebhookConfiguration	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	CreateMicrosoftTeamsChannelConfiguration	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	CreateSlackChannelConfiguration	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	DeleteChimeWebhookConfiguration	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	DeleteMicrosoftTeamsChannelConfiguration	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	DeleteMicrosoftTeamsConfiguredTeam	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	DeleteMicrosoftTeamsUserIdentity	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	DeleteSlackChannelConfiguration	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	DeleteSlackUserIdentity	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	DeleteSlackWorkspaceAuthorization	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	DescribeChimeWebhookConfigurations	Read		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	DescribeSlackChannelConfigurations	Read		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	DescribeSlackChannels	Read		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	DescribeSlackUserIdentities	Read		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	DescribeSlackWorkspaces	Read		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	GetAccountPreferences	Read		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	GetMicrosoftTeamsChannelConfiguration	Read		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	GetMicrosoftTeamsOauthParameters	Read		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	GetSlackOauthParameters	Read		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	ListMicrosoftTeamsChannelConfigurations	Read		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	ListMicrosoftTeamsConfiguredTeams	Read		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	ListMicrosoftTeamsUserIdentities	Read		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	RedeemMicrosoftTeamsOauthCode	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	RedeemSlackOauthCode	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	UpdateAccountPreferences	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	UpdateChimeWebhookConfiguration	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	UpdateMicrosoftTeamsChannelConfiguration	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chatbot	chatbot	UpdateSlackChannelConfiguration	Write		https://docs.aws.amazon.com/chatbot/latest/adminguide/what-is.html		
Chime	chime	AcceptDelegate	Write		https://docs.aws.amazon.com/chime/latest/ag/control-access.html		
Chime	chime	ActivateUsers	Write		https://docs.aws.amazon.com/chime/latest/ag/manage-access.html		
Chime	chime	AddDomain	Write		https://docs.aws.amazon.com/chime/latest/ag/claim-domain.html		
Chime	chime	AddOrUpdateGroups	Write		https://docs.aws.amazon.com/chime/latest/ag/manage-chime-account.html		
Chime	chime	AssociateChannelFlow	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_AssociateChannelFlow.html		
Chime	chime	AssociatePhoneNumberWithUser	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_AssociatePhoneNumberWithUser.html		
Chime	chime	AssociatePhoneNumbersWithVoiceConnector	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_AssociatePhoneNumbersWithVoiceConnector.html		
Chime	chime	AssociatePhoneNumbersWithVoiceConnectorGroup	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_AssociatePhoneNumbersWithVoiceConnectorGroup.html		
Chime	chime	AssociateSigninDelegateGroupsWithAccount	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_AssociateSigninDelegateGroupsWithAccount.html		
Chime	chime	AuthorizeDirectory	Write		https://docs.aws.amazon.com/chime/latest/ag/control-access.html		
Chime	chime	BatchCreateAttendee	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_BatchCreateAttendee.html		
Chime	chime	BatchCreateChannelMembership	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_BatchCreateChannelMembership.html		
Chime	chime	BatchCreateRoomMembership	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_BatchCreateRoomMembership.html		
Chime	chime	BatchDeletePhoneNumber	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_BatchDeletePhoneNumber.html		
Chime	chime	BatchSuspendUser	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_BatchSuspendUser.html		
Chime	chime	BatchUnsuspendUser	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_BatchUnsuspendUser.html		
Chime	chime	BatchUpdateAttendeeCapabilitiesExcept	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_meeting-chime_BatchUpdateAttendeeCapabilitiesExcept.html		
Chime	chime	BatchUpdatePhoneNumber	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_BatchUpdatePhoneNumber.html		
Chime	chime	BatchUpdateUser	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_BatchUpdateUser.html		
Chime	chime	ChannelFlowCallback	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_ChannelFlowCallback.html		
Chime	chime	Connect	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_Connect.html		
Chime	chime	ConnectDirectory	Write		https://docs.aws.amazon.com/chime/latest/ag/active_directory.html		ds:ConnectDirectory
Chime	chime	CreateAccount	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateAccount.html		
Chime	chime	CreateApiKey	Write		https://docs.aws.amazon.com/chime/latest/ag/okta_sso.html		
Chime	chime	CreateAppInstance	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_CreateAppInstance.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Chime	chime	CreateAppInstanceAdmin	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_CreateAppInstanceAdmin.html		
Chime	chime	CreateAppInstanceBot	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_CreateAppInstanceBot.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Chime	chime	CreateAppInstanceUser	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_CreateAppInstanceUser.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Chime	chime	CreateAttendee	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateAttendee.html		
Chime	chime	CreateBot	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateBot.html		
Chime	chime	CreateCDRBucket	Write		https://docs.aws.amazon.com/chime/latest/ag/manage-access.html		s3:CreateBucket, s3:ListAllMyBuckets
Chime	chime	CreateChannel	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_CreateChannel.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Chime	chime	CreateChannelBan	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_CreateChannelBan.html		
Chime	chime	CreateChannelFlow	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_CreateChannelFlow.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Chime	chime	CreateChannelMembership	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_CreateChannelMembership.html		
Chime	chime	CreateChannelModerator	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_CreateChannelModerator.html		
Chime	chime	CreateMediaCapturePipeline	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_CreateMediaCapturePipeline.html	aws:TagKeys, aws:RequestTag/${TagKey}	s3:GetBucketPolicy
Chime	chime	CreateMediaConcatenationPipeline	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_CreateMediaConcatenationPipeline.html	aws:TagKeys, aws:RequestTag/${TagKey}	s3:GetBucketPolicy
Chime	chime	CreateMediaInsightsPipeline	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_CreateMediaInsightsPipeline.html	aws:TagKeys, aws:RequestTag/${TagKey}	chime:TagResource, kinesisvideo:DescribeStream
